person_age,person_gender,person_education,person_income,person_emp_exp,person_home_ownership,loan_amnt,loan_intent,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file
22.0,0,2,49120.0,2,2,9922.0,5,7.75,0.2,4.0,542,0
30.0,1,4,44142.0,10,4,4000.0,4,13.49,0.09,10.0,588,0
22.0,1,3,85095.0,0,3,6400.0,1,17.49,0.08,5.0,650,0
34.0,1,2,88533.0,12,2,7500.0,3,15.66,0.08,6.0,621,0
29.0,0,2,54613.0,5,4,10000.0,2,17.58,0.18,6.0,681,0
24.0,1,4,51189.0,0,2,13879.0,1,9.95,0.27,4.0,552,0
23.0,0,2,59709.0,0,3,6000.0,1,10.32,0.1,3.0,648,0
26.0,0,1,41784.0,2,3,15346.0,1,12.27,0.37,3.0,670,0
28.0,1,2,84977.0,3,4,3581.0,5,13.21,0.04,10.0,650,0
23.0,0,2,31887.0,4,3,10000.0,3,15.58,0.31,4.0,694,0
23.0,1,2,37343.0,1,3,6300.0,6,14.35,0.17,4.0,583,0
28.0,0,1,66111.0,4,2,13750.0,4,11.14,0.21,7.0,585,0
29.0,1,2,37025.0,6,3,6600.0,6,15.14,0.18,6.0,506,0
37.0,1,1,65620.0,13,2,25000.0,5,15.57,0.38,16.0,663,0
29.0,1,3,38321.0,9,2,9959.0,5,8.66,0.26,6.0,612,0
25.0,0,1,56347.0,3,2,4000.0,3,9.13,0.07,5.0,593,0
30.0,1,1,114935.0,6,2,4000.0,3,5.99,0.03,7.0,570,0
31.0,1,3,72998.0,10,3,15000.0,6,8.49,0.21,9.0,670,0
24.0,1,1,99473.0,5,3,7000.0,6,10.0,0.07,4.0,648,0
24.0,1,1,33509.0,0,2,7500.0,5,10.39,0.22,2.0,655,0
23.0,0,1,70678.0,1,2,17484.0,4,9.55,0.25,4.0,637,0
30.0,1,2,130779.0,10,3,7000.0,6,14.42,0.05,8.0,592,0
24.0,1,2,39782.0,3,3,1000.0,6,13.06,0.03,3.0,681,0
27.0,0,2,37311.0,9,3,16000.0,2,10.0,0.43,5.0,644,0
23.0,0,2,51403.0,0,4,7200.0,1,11.01,0.14,2.0,671,0
22.0,1,3,37188.0,0,2,6600.0,6,14.42,0.18,4.0,577,0
22.0,0,1,129227.0,0,2,10000.0,6,7.29,0.08,3.0,569,0
34.0,1,1,77648.0,8,2,9000.0,6,6.92,0.12,6.0,681,0
23.0,0,2,66752.0,0,2,8000.0,3,14.35,0.12,4.0,610,0
24.0,0,3,58490.0,2,2,10000.0,3,7.49,0.17,3.0,556,0
28.0,1,1,61054.0,5,3,4000.0,4,10.59,0.07,10.0,647,0
23.0,1,1,163135.0,3,2,10000.0,6,18.43,0.06,4.0,654,0
32.0,1,1,89900.0,8,4,5000.0,3,10.62,0.06,10.0,687,0
23.0,0,3,72648.0,4,3,3000.0,5,7.51,0.04,2.0,507,0
37.0,1,3,79246.0,11,2,10000.0,2,11.01,0.13,11.0,675,0
27.0,1,2,53571.0,6,3,5400.0,2,14.31,0.1,7.0,628,0
22.0,1,4,116201.0,0,2,6000.0,6,13.49,0.05,3.0,723,0
25.0,1,3,47494.0,5,3,20000.0,2,11.35,0.42,4.0,660,0
25.0,1,2,60888.0,2,3,10000.0,5,10.95,0.16,3.0,552,0
24.0,0,2,87373.0,1,2,18000.0,1,11.86,0.21,4.0,603,0
24.0,1,4,41841.0,0,3,7000.0,5,13.16,0.17,3.0,708,0
27.0,0,2,35282.0,2,4,13000.0,4,6.92,0.37,10.0,691,0
25.0,1,2,57426.0,2,3,6000.0,6,12.87,0.1,3.0,684,0
25.0,0,2,32844.0,3,2,7500.0,4,8.9,0.23,3.0,656,0
27.0,1,2,278548.0,4,2,2000.0,3,9.91,0.01,10.0,629,0
31.0,0,1,87414.0,10,3,21000.0,3,11.99,0.24,6.0,617,0
28.0,1,2,85080.0,8,3,12800.0,5,13.57,0.15,6.0,592,0
41.0,1,1,53032.0,17,3,15000.0,1,12.73,0.28,15.0,690,0
25.0,1,2,95854.0,2,4,14500.0,1,11.48,0.15,3.0,541,0
26.0,1,4,38543.0,3,2,15000.0,4,7.9,0.39,4.0,649,0
29.0,1,1,46774.0,9,4,10000.0,1,11.01,0.21,8.0,577,0
29.0,0,2,60940.0,5,2,3575.0,4,11.49,0.06,6.0,676,0
33.0,1,3,70458.0,11,3,6400.0,2,7.51,0.09,8.0,617,0
35.0,1,1,75105.0,13,2,9475.0,6,6.03,0.13,5.0,601,0
23.0,0,1,52860.0,0,2,10000.0,1,12.69,0.19,3.0,666,0
27.0,1,3,36909.0,5,3,5000.0,5,17.99,0.14,10.0,643,0
37.0,0,1,140898.0,13,3,10000.0,6,7.66,0.07,11.0,617,0
28.0,0,2,70858.0,2,2,10000.0,1,9.32,0.14,10.0,662,0
33.0,0,3,62376.0,11,3,1118.0,1,10.21,0.02,11.0,627,0
43.0,0,3,112795.0,19,2,7500.0,5,12.86,0.07,15.0,679,0
33.0,1,3,53675.0,10,2,9275.0,6,7.29,0.17,7.0,678,0
24.0,1,3,88733.0,4,3,5000.0,2,9.5,0.06,2.0,539,0
36.0,1,3,78999.0,18,2,4000.0,1,13.48,0.05,12.0,713,0
25.0,0,2,116031.0,1,2,20000.0,6,11.06,0.17,4.0,621,0
25.0,1,2,60645.0,4,3,8500.0,6,15.7,0.14,4.0,660,0
29.0,1,3,229971.0,5,2,14317.0,6,12.04,0.06,6.0,551,0
26.0,0,2,64636.0,4,3,4600.0,5,15.62,0.07,4.0,633,0
26.0,1,1,24109.0,5,3,5000.0,3,11.26,0.21,3.0,640,0
23.0,1,1,106591.0,3,2,8400.0,4,14.65,0.08,4.0,614,0
33.0,1,4,29617.0,11,2,6000.0,5,10.25,0.2,6.0,680,0
26.0,1,3,81256.0,3,4,20000.0,3,10.95,0.25,4.0,559,0
31.0,0,1,24876.0,6,3,4000.0,5,12.53,0.16,8.0,584,0
36.0,1,4,78296.0,11,3,10000.0,4,11.01,0.13,14.0,632,0
25.0,1,3,52041.0,4,2,8000.0,5,11.01,0.15,2.0,578,0
21.0,0,4,53438.0,0,3,12875.0,6,15.31,0.24,2.0,678,0
25.0,1,2,104872.0,1,2,13000.0,5,7.95,0.12,4.0,627,0
26.0,1,2,123605.0,1,2,15000.0,4,13.7,0.12,6.0,614,0
21.0,0,3,15307.0,0,4,3000.0,6,13.61,0.2,3.0,557,0
25.0,1,2,37055.0,0,4,7000.0,1,11.18,0.19,3.0,666,0
28.0,1,3,121751.0,2,3,20497.0,4,17.4,0.17,5.0,637,0
24.0,0,4,43007.0,4,3,10000.0,5,12.73,0.23,4.0,636,0
32.0,0,4,80438.0,11,2,5000.0,2,6.03,0.06,8.0,596,0
26.0,1,2,67287.0,8,2,10000.0,5,7.51,0.15,3.0,639,0
35.0,1,3,157125.0,14,3,6600.0,6,17.93,0.04,5.0,594,0
29.0,1,2,89669.0,5,3,2977.0,6,16.19,0.03,6.0,663,0
25.0,0,3,55254.0,7,3,11100.0,5,13.11,0.2,2.0,649,0
26.0,1,2,313100.0,3,4,28000.0,4,10.99,0.09,3.0,607,0
33.0,0,3,67049.0,9,3,10725.0,6,13.16,0.16,6.0,627,0
23.0,1,3,40325.0,4,4,8000.0,1,7.29,0.2,3.0,453,0
39.0,0,5,28333.0,18,3,7200.0,2,11.01,0.25,17.0,673,0
26.0,1,1,81548.0,4,2,6500.0,4,7.14,0.08,2.0,551,0
23.0,0,2,45718.0,1,3,8000.0,1,14.26,0.17,4.0,634,0
25.0,1,4,106218.0,3,2,11000.0,3,11.14,0.1,2.0,618,0
29.0,0,4,57073.0,4,4,14000.0,1,10.64,0.25,5.0,684,0
38.0,1,4,168999.0,15,2,25000.0,4,9.99,0.15,12.0,699,0
28.0,1,4,59615.0,5,2,7000.0,2,7.51,0.12,8.0,653,0
34.0,1,1,170142.0,12,2,10000.0,3,14.58,0.06,12.0,655,0
23.0,1,3,58629.0,0,2,16800.0,5,14.59,0.29,2.0,603,0
43.0,0,3,43810.0,22,2,5000.0,1,9.91,0.11,17.0,620,0
41.0,1,1,26070.0,20,3,3000.0,2,11.01,0.12,15.0,617,0
32.0,1,2,85190.0,10,2,6000.0,2,8.35,0.07,7.0,679,0
25.0,0,3,58597.0,7,2,5000.0,1,11.01,0.09,4.0,584,0
28.0,1,2,73450.0,5,2,6500.0,4,5.79,0.09,6.0,655,0
34.0,0,4,60360.0,10,3,12000.0,1,12.9,0.2,8.0,634,0
31.0,0,2,148537.0,9,3,7000.0,1,8.49,0.05,10.0,648,0
25.0,0,3,37942.0,4,3,5000.0,1,9.06,0.13,2.0,658,0
25.0,0,2,103029.0,0,2,7350.0,5,5.79,0.07,4.0,615,0
26.0,0,1,60877.0,5,3,10000.0,4,6.91,0.16,2.0,651,0
24.0,1,1,61104.0,3,3,19322.0,6,12.4,0.32,3.0,638,0
34.0,0,2,611327.0,10,2,2144.0,5,12.87,0.0,7.0,712,0
40.0,1,2,39331.0,15,3,8000.0,5,14.96,0.2,17.0,635,0
27.0,1,2,103166.0,5,4,10000.0,1,13.23,0.1,7.0,616,0
22.0,0,2,82591.0,0,2,16000.0,6,7.9,0.19,3.0,624,0
22.0,0,2,42836.0,0,3,8000.0,6,9.2,0.19,3.0,572,0
26.0,1,1,49975.0,3,3,6600.0,5,13.85,0.13,4.0,638,0
31.0,1,2,120889.0,7,3,14400.0,6,12.54,0.12,8.0,635,0
28.0,1,1,111014.0,4,2,25000.0,6,19.29,0.23,9.0,655,0
25.0,0,2,26160.0,3,3,5175.0,1,12.53,0.2,4.0,665,0
33.0,1,4,111671.0,13,2,12000.0,3,5.79,0.11,5.0,690,0
22.0,0,4,61452.0,2,3,5300.0,6,14.42,0.09,2.0,653,0
23.0,1,1,83116.0,3,3,7200.0,6,14.72,0.09,2.0,645,0
29.0,0,3,30130.0,6,3,5000.0,2,6.92,0.17,10.0,672,0
29.0,1,3,109126.0,9,2,10000.0,6,10.65,0.09,6.0,550,0
32.0,0,1,66146.0,8,3,20000.0,2,10.96,0.3,7.0,707,0
21.0,1,1,39325.0,1,2,2200.0,2,7.9,0.06,2.0,619,0
23.0,0,3,16718.0,0,3,2400.0,3,16.82,0.14,3.0,605,0
26.0,1,4,46759.0,5,3,3200.0,1,13.49,0.07,2.0,642,0
22.0,1,2,97417.0,0,2,35000.0,6,11.01,0.36,2.0,571,0
30.0,1,2,109010.0,7,3,15000.0,4,14.96,0.14,6.0,672,0
26.0,0,2,35810.0,2,3,1000.0,6,6.17,0.03,4.0,636,0
33.0,0,3,54448.0,10,2,2000.0,1,14.22,0.04,9.0,658,0
31.0,1,3,66087.0,6,2,6000.0,5,7.14,0.09,5.0,675,0
26.0,0,2,229271.0,6,4,25000.0,3,9.25,0.11,2.0,675,0
37.0,1,2,206229.0,14,3,16542.0,5,11.45,0.08,12.0,636,0
23.0,0,2,48102.0,2,2,3250.0,2,11.01,0.07,3.0,599,0
35.0,0,3,241172.0,16,2,6000.0,5,7.68,0.02,8.0,677,0
29.0,0,3,58869.0,6,2,10000.0,6,12.73,0.17,7.0,619,0
26.0,1,1,150915.0,2,3,3000.0,2,12.21,0.02,4.0,625,0
27.0,0,2,101819.0,4,2,15000.0,1,6.03,0.15,6.0,603,0
23.0,1,1,133303.0,1,2,5000.0,1,6.91,0.04,2.0,648,0
22.0,1,2,142514.0,0,3,19550.0,3,15.62,0.14,4.0,608,0
27.0,1,1,53522.0,6,3,10000.0,1,14.71,0.19,6.0,664,0
23.0,1,4,90730.0,0,3,10000.0,3,11.86,0.11,2.0,631,0
23.0,0,2,34286.0,0,2,5225.0,4,14.84,0.15,2.0,601,0
26.0,0,3,67221.0,3,3,4000.0,6,6.92,0.06,4.0,667,0
37.0,1,1,241378.0,19,2,10000.0,6,13.8,0.04,16.0,684,0
23.0,1,1,63004.0,0,2,5000.0,2,8.78,0.08,3.0,608,0
32.0,0,1,122218.0,4,2,8000.0,5,11.49,0.07,5.0,590,0
23.0,1,4,87428.0,0,3,10800.0,2,7.88,0.12,2.0,678,0
21.0,1,1,40916.0,0,2,6425.0,3,9.63,0.16,3.0,668,0
22.0,1,3,73475.0,1,2,6000.0,6,11.35,0.08,4.0,545,0
22.0,1,1,67588.0,0,2,6500.0,1,11.99,0.1,4.0,660,0
33.0,1,2,22715.0,15,3,2700.0,1,12.61,0.12,9.0,558,0
24.0,0,3,88038.0,3,2,25000.0,3,17.99,0.28,2.0,644,0
28.0,0,3,120597.0,6,2,12000.0,4,7.88,0.1,8.0,535,0
25.0,1,3,78838.0,3,2,12000.0,4,12.2,0.15,4.0,635,0
22.0,0,1,52798.0,0,3,4800.0,3,11.03,0.09,4.0,601,0
24.0,1,3,25489.0,3,3,6033.0,6,15.84,0.24,5.0,523,0
33.0,1,4,115845.0,12,3,4281.0,5,16.94,0.04,9.0,635,0
22.0,0,3,60776.0,0,2,4800.0,6,6.03,0.08,3.0,656,0
27.0,1,3,90711.0,4,3,20000.0,2,10.82,0.22,6.0,539,0
26.0,1,3,81254.0,2,2,10000.0,2,11.29,0.12,3.0,640,0
25.0,1,2,106900.0,3,2,25000.0,1,14.65,0.23,4.0,639,0
21.0,1,3,50198.0,0,3,7000.0,6,5.79,0.14,3.0,619,0
23.0,0,4,36098.0,0,3,10000.0,5,18.11,0.28,4.0,710,0
23.0,0,1,42958.0,0,2,4000.0,2,11.01,0.09,4.0,608,0
22.0,0,2,95794.0,0,3,12000.0,5,15.95,0.13,3.0,611,0
32.0,1,4,37996.0,7,3,7400.0,4,16.77,0.19,9.0,594,0
24.0,0,4,39662.0,1,3,4786.0,1,10.35,0.12,3.0,700,0
26.0,1,1,58664.0,0,3,15000.0,3,11.01,0.26,2.0,564,0
29.0,1,2,30584.0,6,3,12262.0,1,9.59,0.4,9.0,605,0
29.0,0,4,179221.0,7,3,29550.0,6,8.9,0.16,9.0,699,0
24.0,0,4,35790.0,6,3,8000.0,2,11.01,0.22,2.0,700,0
35.0,1,2,88877.0,12,3,14000.0,1,14.59,0.16,8.0,683,0
24.0,1,3,110512.0,3,3,16000.0,2,12.71,0.14,3.0,582,0
27.0,0,3,50025.0,4,2,20400.0,6,11.01,0.41,8.0,600,0
24.0,1,3,92974.0,0,3,22000.0,3,9.25,0.24,4.0,666,0
35.0,0,3,48966.0,16,3,8000.0,6,5.99,0.16,5.0,654,0
29.0,0,2,41785.0,3,4,14400.0,1,16.0,0.34,7.0,667,0
22.0,1,2,44309.0,4,2,11625.0,6,13.49,0.26,2.0,593,0
23.0,1,3,138057.0,0,2,8000.0,6,12.68,0.06,4.0,647,0
41.0,0,1,63762.0,18,3,5000.0,5,12.84,0.08,17.0,550,0
36.0,1,1,27434.0,15,2,8000.0,6,6.99,0.29,17.0,590,0
23.0,1,4,63317.0,0,3,3625.0,3,10.59,0.06,2.0,650,0
26.0,0,3,64203.0,0,2,10797.0,1,7.89,0.17,3.0,665,0
24.0,1,4,57190.0,1,3,8907.0,6,8.26,0.16,4.0,641,0
23.0,0,1,58726.0,2,4,6000.0,6,12.87,0.1,2.0,642,0
25.0,0,1,71942.0,5,2,5000.0,5,6.03,0.07,2.0,630,0
26.0,1,3,60415.0,0,3,12000.0,5,15.23,0.2,3.0,619,0
39.0,0,1,67281.0,14,2,9600.0,6,10.7,0.14,14.0,706,0
28.0,1,1,89580.0,6,3,8868.0,6,16.39,0.1,7.0,667,0
36.0,0,2,39535.0,13,2,5000.0,6,8.88,0.13,13.0,688,0
28.0,0,3,57776.0,5,3,9000.0,5,9.87,0.16,7.0,582,0
24.0,0,3,135594.0,2,2,6000.0,5,9.91,0.04,4.0,517,0
31.0,0,1,72682.0,11,2,19400.0,1,18.53,0.27,10.0,622,0
33.0,1,4,65922.0,9,3,16000.0,4,18.61,0.24,10.0,714,0
26.0,0,2,68229.0,4,3,8150.0,4,12.87,0.12,4.0,693,0
26.0,1,3,118436.0,1,2,10400.0,5,9.32,0.09,3.0,554,0
25.0,0,3,54968.0,2,3,11250.0,5,9.38,0.2,2.0,630,0
26.0,1,3,119074.0,3,2,7532.0,3,13.66,0.06,5.0,637,0
27.0,0,1,58620.0,2,3,12000.0,1,11.71,0.2,6.0,674,0
26.0,1,2,23679.0,2,3,3469.0,5,8.95,0.15,3.0,684,0
39.0,0,3,47159.0,20,3,10850.0,1,10.99,0.23,14.0,677,0
34.0,0,2,31180.0,13,3,12000.0,3,13.48,0.38,10.0,722,0
24.0,1,2,87247.0,3,2,5000.0,2,9.25,0.06,2.0,660,0
24.0,1,3,138890.0,0,3,35000.0,6,16.69,0.25,4.0,619,0
27.0,1,3,43080.0,2,3,2000.0,2,10.99,0.05,10.0,667,0
30.0,0,4,85161.0,7,2,10000.0,1,10.25,0.12,8.0,546,0
24.0,1,1,19837.0,1,3,8000.0,4,13.57,0.4,2.0,675,0
36.0,0,1,91179.0,12,2,15000.0,6,12.18,0.16,16.0,660,0
30.0,0,1,36964.0,7,3,1000.0,2,11.01,0.03,10.0,630,0
26.0,1,2,154931.0,1,2,26000.0,2,13.99,0.17,3.0,498,0
23.0,1,3,109370.0,1,3,7500.0,6,11.03,0.07,4.0,614,0
27.0,1,1,104509.0,5,2,2250.0,3,11.01,0.02,6.0,660,0
31.0,0,3,122820.0,10,3,7500.0,1,13.22,0.06,9.0,619,0
42.0,1,3,36995.0,23,3,8000.0,1,14.96,0.22,12.0,727,0
46.0,1,3,72993.0,28,3,5500.0,3,14.22,0.08,17.0,563,0
23.0,0,1,60904.0,0,3,8000.0,6,11.74,0.13,4.0,653,0
22.0,0,1,43002.0,2,3,5000.0,2,11.71,0.12,2.0,667,0
28.0,0,1,114736.0,7,2,15000.0,1,9.91,0.13,7.0,473,0
27.0,0,1,62832.0,4,2,12000.0,1,9.22,0.19,6.0,622,0
24.0,1,2,22789.0,1,4,3000.0,4,11.99,0.13,3.0,663,0
31.0,0,3,24098.0,10,3,4075.0,2,8.32,0.17,6.0,692,0
24.0,1,2,18973.0,0,3,1600.0,2,7.51,0.08,3.0,647,0
23.0,0,3,54660.0,0,3,1500.0,1,11.63,0.03,4.0,669,0
27.0,0,3,75448.0,7,3,5000.0,4,11.01,0.07,5.0,705,0
24.0,1,1,127096.0,1,3,15000.0,5,10.95,0.12,3.0,607,0
29.0,1,1,38724.0,6,3,3000.0,3,11.34,0.08,6.0,667,0
30.0,1,1,31470.0,9,3,12000.0,1,14.71,0.38,10.0,610,0
24.0,1,2,9799.0,0,3,1200.0,4,13.48,0.12,4.0,611,0
23.0,0,2,38098.0,1,4,6000.0,6,10.37,0.16,3.0,684,0
25.0,1,3,96839.0,1,3,6000.0,1,8.0,0.06,4.0,661,0
23.0,0,4,61202.0,1,3,3000.0,5,8.49,0.05,2.0,704,0
28.0,1,3,71789.0,6,2,14000.0,1,10.36,0.2,7.0,665,0
29.0,1,4,117700.0,6,4,12000.0,1,11.83,0.1,5.0,545,0
31.0,1,4,25883.0,9,3,5000.0,2,7.51,0.19,5.0,638,0
35.0,0,2,120825.0,13,4,10000.0,1,8.59,0.08,7.0,589,0
23.0,1,2,87097.0,3,2,19000.0,6,11.01,0.22,2.0,705,0
30.0,1,2,116131.0,8,3,4000.0,1,10.75,0.03,5.0,684,0
23.0,1,1,55020.0,0,3,2000.0,1,7.05,0.04,3.0,609,0
28.0,1,3,35731.0,3,3,10000.0,5,16.77,0.28,10.0,681,0
22.0,1,1,72960.0,1,2,1000.0,6,9.63,0.01,3.0,501,0
26.0,0,2,113039.0,2,2,12000.0,1,10.33,0.11,5.0,631,0
32.0,0,3,60737.0,9,3,10000.0,5,9.25,0.16,8.0,643,0
25.0,0,3,56065.0,0,3,9000.0,3,8.12,0.16,3.0,602,0
25.0,1,1,73044.0,6,2,8000.0,4,14.27,0.11,3.0,662,0
33.0,0,2,139205.0,11,2,10500.0,2,13.49,0.08,9.0,572,0
23.0,0,1,72863.0,0,2,10000.0,6,11.01,0.14,4.0,613,0
24.0,0,3,49156.0,5,3,7000.0,1,7.88,0.14,4.0,603,0
22.0,1,3,87130.0,0,3,15500.0,6,7.88,0.18,2.0,615,0
40.0,0,4,20019.0,20,3,2375.0,2,11.11,0.12,12.0,727,0
24.0,1,2,96980.0,2,2,16000.0,6,7.88,0.16,3.0,712,0
24.0,0,2,91130.0,4,3,7000.0,4,10.74,0.08,3.0,656,0
25.0,1,2,103083.0,4,3,14400.0,6,8.49,0.14,2.0,614,0
29.0,0,2,69536.0,6,2,2500.0,2,6.76,0.04,7.0,715,0
38.0,1,1,51438.0,18,3,4600.0,5,11.01,0.09,16.0,606,0
23.0,0,3,200017.0,2,2,12000.0,3,12.88,0.06,4.0,576,0
25.0,0,3,54597.0,2,3,10000.0,5,11.89,0.18,3.0,582,0
25.0,0,4,142926.0,0,2,4900.0,5,11.01,0.03,2.0,618,0
28.0,0,4,144835.0,5,2,1000.0,6,7.12,0.01,5.0,685,0
24.0,1,2,59424.0,1,3,8000.0,2,15.96,0.13,3.0,629,0
29.0,0,4,69268.0,4,4,5000.0,2,11.86,0.07,10.0,686,0
22.0,1,4,40545.0,1,3,6500.0,2,6.17,0.16,4.0,651,0
28.0,1,2,40636.0,5,4,7500.0,3,15.31,0.18,10.0,686,0
23.0,1,4,91338.0,0,2,10200.0,1,12.68,0.11,2.0,692,0
32.0,1,1,91216.0,9,3,10000.0,4,7.29,0.11,10.0,707,0
28.0,1,1,65739.0,6,2,6250.0,1,9.99,0.1,6.0,629,0
29.0,1,3,196407.0,6,3,25000.0,5,9.91,0.13,5.0,678,0
34.0,1,1,48619.0,12,3,25000.0,2,10.25,0.51,8.0,638,0
30.0,1,4,63265.0,10,2,3200.0,1,6.99,0.05,10.0,647,0
23.0,0,3,145156.0,0,2,16000.0,5,10.37,0.11,3.0,651,0
25.0,1,3,89897.0,4,3,24101.0,5,12.71,0.27,3.0,647,0
28.0,0,4,19148.0,4,2,4000.0,4,15.37,0.21,10.0,672,0
28.0,0,1,132817.0,4,3,3506.0,4,11.16,0.03,10.0,505,0
31.0,1,2,76238.0,9,2,15000.0,2,11.76,0.2,8.0,653,0
22.0,1,2,151457.0,0,2,25000.0,3,11.01,0.17,2.0,584,0
22.0,1,2,52938.0,1,2,6600.0,3,14.27,0.12,2.0,585,0
23.0,1,2,75780.0,0,2,2026.0,6,14.4,0.03,2.0,673,0
25.0,1,4,63747.0,1,3,8000.0,2,10.37,0.13,2.0,622,0
25.0,1,1,114931.0,2,2,6800.0,6,9.63,0.06,4.0,495,0
23.0,0,4,36926.0,0,3,1450.0,6,15.58,0.04,3.0,595,0
28.0,0,1,101503.0,4,2,24901.0,1,15.27,0.25,5.0,609,0
23.0,0,3,68185.0,0,2,4500.0,3,11.83,0.07,4.0,618,0
27.0,1,2,103392.0,5,2,7195.0,6,7.64,0.07,9.0,624,0
33.0,1,2,234636.0,8,2,3486.0,1,10.26,0.01,9.0,675,0
35.0,1,1,38010.0,11,2,8875.0,3,11.99,0.23,7.0,660,0
31.0,1,4,60544.0,7,3,8000.0,5,14.09,0.13,8.0,658,0
28.0,1,2,32677.0,4,3,5000.0,3,13.11,0.15,6.0,634,0
24.0,0,1,26343.0,1,3,4000.0,6,13.43,0.15,2.0,576,0
28.0,1,2,46523.0,6,3,10750.0,1,10.75,0.23,9.0,717,0
26.0,0,2,44809.0,4,3,2300.0,6,7.4,0.05,2.0,695,0
32.0,1,3,141789.0,10,2,25000.0,3,12.33,0.18,7.0,677,0
24.0,0,4,43065.0,6,4,7000.0,2,16.29,0.16,4.0,681,0
25.0,1,3,43979.0,1,4,5500.0,3,14.86,0.13,4.0,615,0
26.0,1,2,64637.0,6,3,9600.0,1,11.71,0.15,2.0,713,0
21.0,1,1,30733.0,0,3,6925.0,6,11.71,0.23,3.0,629,0
33.0,1,1,80483.0,10,3,5000.0,6,7.29,0.06,8.0,522,0
24.0,1,2,102978.0,2,3,16000.0,6,6.91,0.16,2.0,722,0
26.0,0,2,136194.0,2,2,9000.0,2,12.53,0.07,4.0,657,0
21.0,0,2,40638.0,1,3,9000.0,6,12.69,0.22,3.0,538,0
24.0,1,2,132949.0,2,3,6000.0,3,11.01,0.05,4.0,699,0
25.0,0,3,37301.0,0,2,10000.0,3,9.76,0.27,3.0,594,0
26.0,0,2,102532.0,4,3,9000.0,2,11.26,0.09,2.0,657,0
24.0,0,2,47835.0,1,3,1500.0,2,15.62,0.03,3.0,664,0
30.0,0,4,22006.0,5,4,2544.0,6,13.66,0.12,8.0,668,0
24.0,0,1,72608.0,3,3,25000.0,3,10.99,0.34,3.0,612,0
32.0,0,4,52801.0,13,3,6950.0,2,9.91,0.13,9.0,647,0
22.0,0,1,118299.0,0,3,24000.0,5,11.01,0.2,2.0,503,0
25.0,0,1,78633.0,1,3,10000.0,4,7.88,0.13,4.0,624,0
32.0,0,1,289058.0,6,2,8400.0,2,7.51,0.03,6.0,551,0
37.0,0,1,44182.0,14,2,12000.0,5,6.03,0.27,13.0,686,0
25.0,1,1,63463.0,4,3,10000.0,6,11.01,0.16,2.0,671,0
28.0,1,4,67123.0,8,4,20000.0,1,7.49,0.3,6.0,676,0
22.0,0,1,31213.0,0,3,4000.0,2,8.64,0.13,4.0,604,0
23.0,1,2,40606.0,1,2,12390.0,6,7.36,0.31,3.0,591,0
23.0,0,3,58931.0,0,4,7000.0,1,10.74,0.12,4.0,686,0
21.0,1,2,74552.0,1,2,4000.0,4,11.01,0.05,2.0,659,0
39.0,0,2,391019.0,15,2,18000.0,3,14.96,0.05,17.0,692,0
25.0,0,4,94552.0,4,2,14000.0,1,7.51,0.15,3.0,631,0
23.0,0,3,46706.0,2,3,19750.0,3,7.51,0.42,4.0,546,0
28.0,0,3,51397.0,6,3,6000.0,1,5.47,0.12,9.0,683,0
33.0,1,2,72606.0,10,2,7000.0,1,7.14,0.1,10.0,709,0
23.0,1,1,124275.0,0,2,20000.0,3,17.04,0.16,2.0,558,0
31.0,1,1,56173.0,9,2,7000.0,1,7.88,0.12,6.0,591,0
23.0,1,1,73230.0,4,2,12000.0,3,15.27,0.16,4.0,706,0
31.0,0,4,97129.0,3,3,2000.0,3,10.02,0.02,7.0,689,0
23.0,1,3,52873.0,1,3,1000.0,2,7.51,0.02,3.0,647,0
30.0,0,3,72522.0,8,3,14000.0,4,15.28,0.19,10.0,691,0
26.0,1,3,127148.0,6,3,12100.0,5,11.01,0.1,3.0,624,0
22.0,0,3,29723.0,0,4,7000.0,2,11.9,0.24,3.0,655,0
29.0,1,3,39498.0,4,3,6525.0,6,16.07,0.17,9.0,646,0
31.0,0,2,44323.0,11,3,3500.0,2,12.53,0.08,10.0,648,0
23.0,1,4,44144.0,3,3,7000.0,6,7.9,0.16,4.0,583,0
28.0,1,2,51257.0,9,3,4925.0,3,11.49,0.1,7.0,704,0
26.0,0,1,90040.0,4,2,10000.0,5,6.62,0.11,2.0,572,0
26.0,0,2,23273.0,6,3,1500.0,6,5.42,0.06,4.0,601,0
39.0,1,4,67306.0,15,3,29925.0,4,13.74,0.44,16.0,723,0
24.0,1,2,41714.0,2,3,15720.0,1,12.21,0.38,4.0,691,0
29.0,0,1,116608.0,9,2,15000.0,2,11.36,0.13,7.0,700,0
28.0,1,2,35766.0,3,4,6250.0,1,12.87,0.17,9.0,603,0
22.0,1,2,110417.0,2,2,8000.0,3,6.92,0.07,4.0,678,0
27.0,0,1,61038.0,5,3,18000.0,2,13.13,0.29,4.0,556,0
28.0,0,1,87480.0,6,2,16000.0,6,10.72,0.18,5.0,699,0
25.0,0,4,46047.0,4,3,10000.0,2,15.96,0.22,4.0,587,0
26.0,1,2,29902.0,7,3,1200.0,1,14.87,0.04,5.0,631,0
22.0,1,4,100539.0,0,4,25000.0,6,15.95,0.25,2.0,686,0
23.0,0,1,58545.0,0,3,8000.0,1,11.01,0.14,2.0,620,0
